Screen BPP: 32

Vendor     : NVIDIA Corporation
Renderer   : GeForce GTX 660/PCIe/SSE2
Version    : 4.2.0
Extensions : GL_AMD_multi_draw_indirect GL_AMD_seamless_cubemap_per_texture GL_ARB_base_instance GL_ARB_blend_func_extended GL_ARB_color_buffer_float GL_ARB_compatibility GL_ARB_compressed_texture_pixel_storage GL_ARB_conservative_depth GL_ARB_copy_buffer GL_ARB_depth_buffer_float GL_ARB_depth_clamp GL_ARB_depth_texture GL_ARB_draw_buffers GL_ARB_draw_buffers_blend GL_ARB_draw_indirect GL_ARB_draw_elements_base_vertex GL_ARB_draw_instanced GL_ARB_ES2_compatibility GL_ARB_explicit_attrib_location GL_ARB_fragment_coord_conventions GL_ARB_fragment_program GL_ARB_fragment_program_shadow GL_ARB_fragment_shader GL_ARB_framebuffer_object GL_ARB_framebuffer_sRGB GL_ARB_geometry_shader4 GL_ARB_get_program_binary GL_ARB_gpu_shader5 GL_ARB_gpu_shader_fp64 GL_ARB_half_float_pixel GL_ARB_half_float_vertex GL_ARB_imaging GL_ARB_instanced_arrays GL_ARB_internalformat_query GL_ARB_map_buffer_alignment GL_ARB_map_buffer_range GL_ARB_multisample GL_ARB_multitexture GL_ARB_occlusion_query GL_ARB_occlusion_query2 GL_ARB_pixel_buffer_object GL_ARB_point_parameters GL_ARB_point_sprite GL_ARB_provoking_vertex GL_ARB_robustness GL_ARB_sample_shading GL_ARB_sampler_objects GL_ARB_seamless_cube_map GL_ARB_separate_shader_objects GL_ARB_shader_atomic_counters GL_ARB_shader_bit_encoding GL_ARB_shader_image_load_store GL_ARB_shader_objects GL_ARB_shader_precision GL_ARB_shader_subroutine GL_ARB_shader_texture_lod GL_ARB_shading_language_100 GL_ARB_shading_language_420pack GL_ARB_shading_language_include GL_ARB_shading_language_packing GL_ARB_shadow GL_ARB_sync GL_ARB_tessellation_shader GL_ARB_texture_border_clamp GL_ARB_texture_buffer_object GL_ARB_texture_buffer_object_rgb32 GL_ARB_texture_compression GL_ARB_texture_compression_bptc GL_ARB_texture_compression_rgtc GL_ARB_texture_cube_map GL_ARB_texture_cube_map_array GL_ARB_texture_env_add GL_ARB_texture_env_combine GL_ARB_texture_env_crossbar GL_ARB_texture_env_dot3 GL_ARB_texture_float GL_ARB_texture_gather GL_ARB_texture_mirrored_repeat GL_ARB_texture_multisample GL_ARB_texture_non_power_of_two GL_ARB_texture_query_lod GL_ARB_texture_rectangle GL_ARB_texture_rg GL_ARB_texture_rgb10_a2ui GL_ARB_texture_storage GL_ARB_texture_swizzle GL_ARB_timer_query GL_ARB_transform_feedback2 GL_ARB_transform_feedback3 GL_ARB_transform_feedback_instanced GL_ARB_transpose_matrix GL_ARB_uniform_buffer_object GL_ARB_vertex_array_bgra GL_ARB_vertex_array_object GL_ARB_vertex_attrib_64bit GL_ARB_vertex_buffer_object GL_ARB_vertex_program GL_ARB_vertex_shader GL_ARB_vertex_type_2_10_10_10_rev GL_ARB_viewport_array GL_ARB_window_pos GL_ATI_draw_buffers GL_ATI_texture_float GL_ATI_texture_mirror_once GL_S3_s3tc GL_EXT_texture_env_add GL_EXT_abgr GL_EXT_bgra GL_EXT_bindable_uniform GL_EXT_blend_color GL_EXT_blend_equation_separate GL_EXT_blend_func_separate GL_EXT_blend_minmax GL_EXT_blend_subtract GL_EXT_compiled_vertex_array GL_EXT_Cg_shader GL_EXT_depth_bounds_test GL_EXT_direct_state_access GL_EXT_draw_buffers2 GL_EXT_draw_instanced GL_EXT_draw_range_elements GL_EXT_fog_coord GL_EXT_framebuffer_blit GL_EXT_framebuffer_multisample GL_EXTX_framebuffer_mixed_formats GL_EXT_framebuffer_object GL_EXT_framebuffer_sRGB GL_EXT_geometry_shader4 GL_EXT_gpu_program_parameters GL_EXT_gpu_shader4 GL_EXT_multi_draw_arrays GL_EXT_packed_depth_stencil GL_EXT_packed_float GL_EXT_packed_pixels GL_EXT_pixel_buffer_object GL_EXT_point_parameters GL_EXT_provoking_vertex GL_EXT_rescale_normal GL_EXT_secondary_color GL_EXT_separate_shader_objects GL_EXT_separate_specular_color GL_EXT_shader_image_load_store GL_EXT_shadow_funcs GL_EXT_stencil_two_side GL_EXT_stencil_wrap GL_EXT_texture3D GL_EXT_texture_array GL_EXT_texture_buffer_object GL_EXT_texture_compression_dxt1 GL_EXT_texture_compression_latc GL_EXT_texture_compression_rgtc GL_EXT_texture_compression_s3tc GL_EXT_texture_cube_map GL_EXT_texture_edge_clamp GL_EXT_texture_env_combine GL_EXT_texture_env_dot3 GL_EXT_texture_filter_anisotropic GL_EXT_texture_format_BGRA8888 GL_EXT_texture_integer GL_EXT_texture_lod GL_EXT_texture_lod_bias GL_EXT_texture_mirror_clamp GL_EXT_texture_object GL_EXT_texture_shared_exponent GL_EXT_texture_sRGB GL_EXT_texture_sRGB_decode GL_EXT_texture_storage GL_EXT_texture_swizzle GL_EXT_texture_type_2_10_10_10_REV GL_EXT_timer_query GL_EXT_transform_feedback2 GL_EXT_vertex_array GL_EXT_vertex_array_bgra GL_EXT_vertex_attrib_64bit GL_EXT_import_sync_object GL_IBM_rasterpos_clip GL_IBM_texture_mirrored_repeat GL_KTX_buffer_region GL_NV_alpha_test GL_NV_bindless_texture GL_NV_blend_minmax GL_NV_blend_square GL_NV_complex_primitives GL_NV_conditional_render GL_NV_copy_depth_to_color GL_NV_copy_image GL_NV_depth_buffer_float GL_NV_depth_clamp GL_NV_ES1_1_compatibility GL_NV_explicit_multisample GL_NV_fbo_color_attachments GL_NV_fence GL_NV_float_buffer GL_NV_fog_distance GL_NV_fragdepth GL_NV_fragment_program GL_NV_fragment_program_option GL_NV_fragment_program2 GL_NV_framebuffer_multisample_coverage GL_NV_geometry_shader4 GL_NV_gpu_program4 GL_NV_gpu_program4_1 GL_NV_gpu_program5 GL_NV_gpu_program_fp64 GL_NV_gpu_shader5 GL_NV_half_float GL_NV_light_max_exponent GL_NV_multisample_coverage GL_NV_multisample_filter_hint GL_NV_occlusion_query GL_NV_packed_depth_stencil GL_NV_parameter_buffer_object GL_NV_parameter_buffer_object2 GL_NV_path_rendering GL_NV_pixel_data_range GL_NV_point_sprite GL_NV_primitive_restart GL_NV_register_combiners GL_NV_register_combiners2 GL_NV_shader_atomic_counters GL_NV_shader_atomic_float GL_NV_shader_buffer_load GL_NV_texgen_reflection GL_NV_texture_barrier GL_NV_texture_compression_vtc GL_NV_texture_env_combine4 GL_NV_texture_expand_normal GL_NV_texture_lod_clamp GL_NV_texture_multisample GL_NV_texture_rectangle GL_NV_texture_shader GL_NV_texture_shader2 GL_NV_texture_shader3 GL_NV_transform_feedback GL_NV_transform_feedback2 GL_NV_vertex_array_range GL_NV_vertex_array_range2 GL_NV_vertex_attrib_integer_64bit GL_NV_vertex_buffer_unified_memory GL_NV_vertex_program GL_NV_vertex_program1_1 GL_NV_vertex_program2 GL_NV_vertex_program2_option GL_NV_vertex_program3 GL_NVX_conditional_render GL_NVX_gpu_memory_info GL_OES_compressed_paletted_texture GL_OES_depth24 GL_OES_depth32 GL_OES_depth_texture GL_OES_element_index_uint GL_OES_fbo_render_mipmap GL_OES_get_program_binary GL_OES_mapbuffer GL_OES_packed_depth_stencil GL_OES_point_size_array GL_OES_point_sprite GL_OES_rgb8_rgba8 GL_OES_read_format GL_OES_standard_derivatives GL_OES_texture_3D GL_OES_texture_float GL_OES_texture_float_linear GL_OES_texture_half_float GL_OES_texture_half_float_linear GL_OES_texture_npot GL_OES_vertex_array_object GL_OES_vertex_half_float GL_SGIS_generate_mipmap GL_SGIS_texture_lod GL_SGIX_depth_texture GL_SGIX_shadow GL_SUN_slice_accum GL_WIN_swap_hint WGL_EXT_swap_control 

SDL_GL_RED_SIZE: got 8
SDL_GL_GREEN_SIZE:  got 8
SDL_GL_BLUE_SIZE:  got 8
SDL_GL_DEPTH_SIZE:  got 24
SDL_GL_DOUBLEBUFFER: requested 1, got 1
app lost mouse focus
frame time: 0.027758 seconds, 27 SDL ticks
frame time: 0.001570 seconds, 2 SDL ticks
frame time: 0.007563 seconds, 8 SDL ticks
frame time: 0.016668 seconds, 16 SDL ticks
frame time: 0.016655 seconds, 17 SDL ticks
frame time: 0.016866 seconds, 17 SDL ticks
frame time: 0.016464 seconds, 16 SDL ticks
frame time: 0.016731 seconds, 17 SDL ticks
frame time: 0.016609 seconds, 17 SDL ticks
frame time: 0.016654 seconds, 16 SDL ticks
frame time: 0.016679 seconds, 17 SDL ticks
frame time: 0.016655 seconds, 17 SDL ticks
frame time: 0.016665 seconds, 16 SDL ticks
frame time: 0.016664 seconds, 17 SDL ticks
frame time: 0.017233 seconds, 17 SDL ticks
frame time: 0.016083 seconds, 16 SDL ticks
frame time: 0.016661 seconds, 17 SDL ticks
frame time: 0.017203 seconds, 17 SDL ticks
frame time: 0.016126 seconds, 16 SDL ticks
frame time: 0.018076 seconds, 18 SDL ticks
frame time: 0.015232 seconds, 16 SDL ticks
frame time: 0.016682 seconds, 16 SDL ticks
frame time: 0.016968 seconds, 17 SDL ticks
frame time: 0.016333 seconds, 17 SDL ticks
frame time: 0.017567 seconds, 17 SDL ticks
frame time: 0.015773 seconds, 16 SDL ticks
frame time: 0.016646 seconds, 17 SDL ticks
frame time: 0.016672 seconds, 16 SDL ticks
frame time: 0.016602 seconds, 17 SDL ticks
frame time: 0.016660 seconds, 17 SDL ticks
frame time: 0.017191 seconds, 17 SDL ticks
frame time: 0.016127 seconds, 16 SDL ticks
frame time: 0.016685 seconds, 17 SDL ticks
frame time: 0.016653 seconds, 16 SDL ticks
frame time: 0.016915 seconds, 17 SDL ticks
frame time: 0.016458 seconds, 17 SDL ticks
frame time: 0.016640 seconds, 16 SDL ticks
frame time: 0.016622 seconds, 17 SDL ticks
frame time: 0.016662 seconds, 17 SDL ticks
frame time: 0.016657 seconds, 16 SDL ticks
frame time: 0.016673 seconds, 17 SDL ticks
frame time: 0.016649 seconds, 17 SDL ticks
frame time: 0.016664 seconds, 16 SDL ticks
frame time: 0.016666 seconds, 17 SDL ticks
frame time: 0.016661 seconds, 17 SDL ticks
frame time: 0.016665 seconds, 16 SDL ticks
frame time: 0.016662 seconds, 17 SDL ticks
frame time: 0.016667 seconds, 17 SDL ticks
frame time: 0.016667 seconds, 16 SDL ticks
frame time: 0.016673 seconds, 17 SDL ticks
frame time: 0.016652 seconds, 17 SDL ticks
frame time: 0.016666 seconds, 16 SDL ticks
frame time: 0.016677 seconds, 17 SDL ticks
frame time: 0.017413 seconds, 17 SDL ticks
frame time: 0.016072 seconds, 16 SDL ticks
frame time: 0.016510 seconds, 17 SDL ticks
app gained mouse focus
frame time: 0.016735 seconds, 17 SDL ticks
frame time: 0.016597 seconds, 16 SDL ticks
frame time: 0.016664 seconds, 17 SDL ticks
frame time: 0.016681 seconds, 17 SDL ticks
frame time: 0.016803 seconds, 16 SDL ticks
frame time: 0.016492 seconds, 17 SDL ticks
frame time: 0.016670 seconds, 17 SDL ticks
frame time: 0.016659 seconds, 16 SDL ticks
frame time: 0.016805 seconds, 17 SDL ticks
frame time: 0.016525 seconds, 17 SDL ticks
frame time: 0.016658 seconds, 16 SDL ticks
frame time: 0.016661 seconds, 17 SDL ticks
frame time: 0.016670 seconds, 17 SDL ticks
frame time: 0.016665 seconds, 16 SDL ticks
frame time: 0.016660 seconds, 17 SDL ticks
frame time: 0.016665 seconds, 17 SDL ticks
frame time: 0.016660 seconds, 16 SDL ticks
frame time: 0.016666 seconds, 17 SDL ticks
frame time: 0.016665 seconds, 17 SDL ticks
frame time: 0.016627 seconds, 16 SDL ticks
frame time: 0.016665 seconds, 17 SDL ticks
frame time: 0.016664 seconds, 17 SDL ticks
frame time: 0.016670 seconds, 16 SDL ticks
frame time: 0.016659 seconds, 17 SDL ticks
frame time: 0.016663 seconds, 17 SDL ticks
frame time: 0.016664 seconds, 16 SDL ticks
frame time: 0.016662 seconds, 17 SDL ticks
frame time: 0.016662 seconds, 17 SDL ticks
frame time: 0.016669 seconds, 16 SDL ticks
frame time: 0.016661 seconds, 17 SDL ticks
frame time: 0.016666 seconds, 17 SDL ticks
frame time: 0.016663 seconds, 16 SDL ticks
frame time: 0.016667 seconds, 17 SDL ticks
frame time: 0.016663 seconds, 17 SDL ticks
frame time: 0.016661 seconds, 16 SDL ticks
frame time: 0.016663 seconds, 17 SDL ticks
frame time: 0.016703 seconds, 17 SDL ticks
frame time: 0.016687 seconds, 16 SDL ticks
frame time: 0.016647 seconds, 17 SDL ticks
frame time: 0.016626 seconds, 17 SDL ticks
frame time: 0.016656 seconds, 16 SDL ticks
frame time: 0.016707 seconds, 17 SDL ticks
frame time: 0.016620 seconds, 17 SDL ticks
frame time: 0.016711 seconds, 16 SDL ticks
frame time: 0.016618 seconds, 17 SDL ticks
frame time: 0.016666 seconds, 17 SDL ticks
frame time: 0.016708 seconds, 16 SDL ticks
frame time: 0.016617 seconds, 17 SDL ticks
frame time: 0.016666 seconds, 17 SDL ticks
frame time: 0.016662 seconds, 16 SDL ticks
frame time: 0.016661 seconds, 17 SDL ticks
frame time: 0.016669 seconds, 17 SDL ticks
frame time: 0.016713 seconds, 16 SDL ticks
frame time: 0.016610 seconds, 17 SDL ticks
frame time: 0.016666 seconds, 17 SDL ticks
frame time: 0.016702 seconds, 16 SDL ticks
frame time: 0.016639 seconds, 17 SDL ticks
frame time: 0.016650 seconds, 17 SDL ticks
frame time: 0.016789 seconds, 16 SDL ticks
frame time: 0.016538 seconds, 17 SDL ticks
frame time: 0.016661 seconds, 17 SDL ticks
frame time: 0.016662 seconds, 16 SDL ticks
frame time: 0.016667 seconds, 17 SDL ticks
frame time: 0.016667 seconds, 17 SDL ticks
frame time: 0.016665 seconds, 16 SDL ticks
frame time: 0.016659 seconds, 17 SDL ticks
frame time: 0.016645 seconds, 17 SDL ticks
frame time: 0.016725 seconds, 16 SDL ticks
frame time: 0.016652 seconds, 17 SDL ticks
frame time: 0.016612 seconds, 16 SDL ticks
frame time: 0.016700 seconds, 17 SDL ticks
frame time: 0.016678 seconds, 17 SDL ticks
frame time: 0.016655 seconds, 17 SDL ticks
frame time: 0.016626 seconds, 16 SDL ticks
frame time: 0.016704 seconds, 17 SDL ticks
frame time: 0.016660 seconds, 17 SDL ticks
frame time: 0.016661 seconds, 16 SDL ticks
frame time: 0.016665 seconds, 17 SDL ticks
frame time: 0.016670 seconds, 17 SDL ticks
frame time: 0.016657 seconds, 16 SDL ticks
frame time: 0.016670 seconds, 17 SDL ticks
frame time: 0.016662 seconds, 17 SDL ticks
frame time: 0.016669 seconds, 16 SDL ticks
frame time: 0.016654 seconds, 17 SDL ticks
frame time: 0.016670 seconds, 17 SDL ticks
frame time: 0.016671 seconds, 16 SDL ticks
frame time: 0.016651 seconds, 17 SDL ticks
frame time: 0.016669 seconds, 17 SDL ticks
frame time: 0.016631 seconds, 16 SDL ticks
frame time: 0.016701 seconds, 17 SDL ticks
frame time: 0.016619 seconds, 16 SDL ticks
frame time: 0.016703 seconds, 17 SDL ticks
frame time: 0.016615 seconds, 17 SDL ticks
frame time: 0.016667 seconds, 16 SDL ticks
frame time: 0.016704 seconds, 17 SDL ticks
frame time: 0.016619 seconds, 17 SDL ticks
frame time: 0.016670 seconds, 16 SDL ticks
frame time: 0.016663 seconds, 17 SDL ticks
frame time: 0.016682 seconds, 17 SDL ticks
frame time: 0.019037 seconds, 19 SDL ticks
frame time: 0.014304 seconds, 14 SDL ticks
frame time: 0.016695 seconds, 17 SDL ticks
frame time: 0.016600 seconds, 16 SDL ticks
frame time: 0.016664 seconds, 17 SDL ticks
frame time: 0.016713 seconds, 17 SDL ticks
frame time: 0.016607 seconds, 16 SDL ticks
frame time: 0.016694 seconds, 17 SDL ticks
frame time: 0.016650 seconds, 17 SDL ticks
frame time: 0.016723 seconds, 17 SDL ticks
